"name"	"references_link"	"references_type"	"references_resource"	"references_id"	"references_annotatorClassName"	"description"	"bloodBrainBarrier"	"brandNames"	"synonyms"	"id"	"targets_name"	"targets_targetParticipants_link"	"targets_targetParticipants_type"	"targets_targetParticipants_resource"	"targets_targetParticipants_id"	"targets_targetParticipants_annotatorClassName"
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"BEGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL463981"	0	""	NA	"N/A"	""	"BEGACESTAT|BEGACESTAT|BEGACESTAT|GSI-953"	"BEGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"NIROGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1770916"	0	""	NA	"N/A"	""	"NIROGACESTAT|NIROGACESTAT|NIROGACESTAT|PF 03084014|PF-03084014|PF 3084014|PF-3084014"	"NIROGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"RG-4733"	NA	"CHEMBL_COMPOUND"	"CHEMBL4297422"	0	""	NA	"N/A"	""	"RG 4733|RG-4733|RO4929097|RO 4929097|RO-4929097"	"RG-4733"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"SEMAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL520733"	0	""	NA	"N/A"	""	"LY450139|LY-450139|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT|SEMAGACESTAT"	"SEMAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"NCSTN"	0	""
"TARENFLURBIL"	NA	"CHEMBL_COMPOUND"	"CHEMBL190083"	0	""	NA	"N/A"	""	"E-7869|FLURBIPROFEN, (R)-|Flurizan|MPC-7869|R-FLURBIPROFEN|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL|TARENFLURBIL"	"TARENFLURBIL"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN2"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1A"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSENEN"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"APH1B"	0	""
"AVAGACESTAT"	NA	"CHEMBL_COMPOUND"	"CHEMBL1090771"	0	""	NA	"N/A"	""	"AVAGACESTAT|AVAGACESTAT|AVAGACESTAT|BMS 708163|BMS-708163|BMS-70816301|BMS-708163-01"	"AVAGACESTAT"	"Gamma-secretase"	NA	"HGNC_SYMBOL"	"PSEN1"	0	""
